student_id,level,attendance_rate,num_quizzes,quiz_avg,assignment_avg,mid_sem_score,forum_participation,study_time_hours,dashboard_time_hours,current_gpa,predicted_gpa,target_gpa,final_gpa,risk_category,recommended_action
S07322,300,84.65,9,57.1,68.21,58.61,6,0.49,5.9,3.45,2.7,2.88,2.33,Average,"Maintain steady progress, focus on weak areas"
S07323,200,57.13,12,55.28,79.8,68.71,4,10.32,23.76,2.77,1.8,1.9,1.96,At Risk,Meet academic advisor and review study plan
S07324,300,83.01,10,61.48,74.62,66.88,6,7.25,15.31,3.0,2.22,2.18,2.27,Average,"Maintain steady progress, focus on weak areas"
S07325,100,85.32,11,72.62,62.98,61.64,9,22.23,12.25,2.87,2.28,2.42,2.05,Average,"Maintain steady progress, focus on weak areas"
S07326,100,82.67,10,53.7,81.91,79.06,2,7.89,16.43,3.06,2.76,2.97,2.4,Average,"Maintain steady progress, focus on weak areas"
S07327,100,88.36,8,84.13,100.0,81.62,4,0.0,14.0,2.02,2.44,2.48,2.72,Average,"Maintain steady progress, focus on weak areas"
S07328,300,80.23,11,60.82,79.95,56.32,6,18.95,8.84,2.75,2.39,2.3,2.41,Average,"Maintain steady progress, focus on weak areas"
S07329,100,93.39,12,69.88,89.14,60.31,4,27.88,5.51,3.31,2.67,2.74,2.51,Average,"Maintain steady progress, focus on weak areas"
S07330,300,73.33,17,80.06,68.43,92.86,6,7.97,14.53,3.0,1.78,1.98,2.16,Average,"Maintain steady progress, focus on weak areas"
S07331,100,97.37,5,47.88,75.96,63.85,8,7.75,17.05,2.45,2.5,2.71,2.3,Average,"Maintain steady progress, focus on weak areas"
S07332,400,100.0,12,90.47,61.66,85.6,7,15.76,21.45,2.17,3.06,3.19,2.82,Average,"Maintain steady progress, focus on weak areas"
S07333,400,75.87,3,56.77,46.3,59.19,6,16.08,19.31,3.16,1.79,1.6,1.74,At Risk,Meet academic advisor and review study plan
S07334,300,75.86,7,89.92,66.24,58.48,5,11.27,14.95,3.91,2.26,2.26,2.26,Average,"Maintain steady progress, focus on weak areas"
S07335,200,89.11,9,77.81,69.8,59.34,6,18.06,20.32,2.49,2.15,2.65,2.05,Average,"Maintain steady progress, focus on weak areas"
S07336,100,73.13,8,42.93,61.14,62.01,11,10.75,16.84,3.87,2.51,2.59,2.3,Average,"Maintain steady progress, focus on weak areas"
S07337,100,80.07,12,67.73,72.37,80.98,8,22.26,11.7,2.41,2.65,2.77,2.58,Average,"Maintain steady progress, focus on weak areas"
S07338,200,96.03,10,58.25,60.18,58.91,7,21.89,8.13,3.68,2.21,2.5,2.26,Average,"Maintain steady progress, focus on weak areas"
S07339,300,92.38,9,94.62,97.59,67.55,4,9.63,13.5,2.71,2.35,2.52,2.65,Average,"Maintain steady progress, focus on weak areas"
S07340,300,100.0,10,73.15,59.73,53.34,1,24.46,14.62,2.39,2.18,2.19,2.07,Average,"Maintain steady progress, focus on weak areas"
S07341,400,86.71,11,40.93,64.7,66.0,3,18.48,11.58,3.02,2.12,2.15,2.26,Average,"Maintain steady progress, focus on weak areas"
S07342,200,78.89,17,88.94,67.35,53.63,5,15.37,7.24,3.89,2.33,2.77,2.45,Average,"Maintain steady progress, focus on weak areas"
S07343,300,85.51,9,78.24,86.12,63.21,4,19.11,6.94,3.12,2.7,2.9,2.67,Average,"Maintain steady progress, focus on weak areas"
S07344,200,83.49,11,76.23,83.35,56.94,4,17.78,3.62,3.24,2.88,3.0,2.62,Average,"Maintain steady progress, focus on weak areas"
S07345,300,83.63,10,70.34,75.39,73.09,5,11.33,0.02,3.74,2.85,2.7,2.73,Average,"Maintain steady progress, focus on weak areas"
S07346,200,84.76,12,48.69,67.16,65.55,6,18.2,0.0,2.51,2.0,1.66,2.1,Average,"Maintain steady progress, focus on weak areas"
S07347,200,75.68,12,93.72,42.38,73.49,4,16.4,10.67,3.06,2.01,2.01,1.75,At Risk,Meet academic advisor and review study plan
S07348,200,87.82,8,66.4,64.48,93.9,8,7.16,0.35,3.66,2.62,2.98,2.6,Average,"Maintain steady progress, focus on weak areas"
S07349,300,70.91,13,91.59,75.44,64.84,9,8.42,14.94,4.0,2.77,2.8,2.52,Average,"Maintain steady progress, focus on weak areas"
S07350,400,77.83,11,70.22,70.06,66.83,9,18.37,12.06,2.91,2.3,2.25,2.25,Average,"Maintain steady progress, focus on weak areas"
S07351,200,83.81,11,67.14,88.19,75.01,7,0.0,2.86,2.73,2.26,2.81,2.24,Average,"Maintain steady progress, focus on weak areas"
S07352,100,62.4,6,44.07,80.69,89.07,6,15.66,17.66,2.51,2.19,2.21,2.25,Average,"Maintain steady progress, focus on weak areas"
S07353,200,92.69,9,59.38,66.72,67.68,7,2.24,8.11,3.06,2.18,2.53,2.27,Average,"Maintain steady progress, focus on weak areas"
S07354,300,64.47,9,89.83,83.06,27.82,4,0.0,3.86,3.05,2.39,3.09,2.33,Average,"Maintain steady progress, focus on weak areas"
S07355,100,91.7,9,80.82,57.13,51.89,3,16.5,11.33,3.3,2.41,2.56,2.44,Average,"Maintain steady progress, focus on weak areas"
S07356,400,72.07,7,77.87,78.26,36.3,3,16.06,9.19,3.18,2.03,1.89,1.91,At Risk,Meet academic advisor and review study plan
S07357,400,80.95,11,78.88,86.78,78.34,3,16.13,10.47,3.05,2.29,2.31,2.51,Average,"Maintain steady progress, focus on weak areas"
S07358,400,90.19,12,70.05,81.84,55.04,3,14.17,18.12,3.23,2.48,2.28,2.51,Average,"Maintain steady progress, focus on weak areas"
S07359,100,100.0,14,62.96,67.89,56.87,5,17.53,15.22,3.39,2.47,2.66,2.43,Average,"Maintain steady progress, focus on weak areas"
S07360,400,86.16,13,58.01,84.57,52.66,8,28.1,12.42,1.58,1.95,1.64,2.04,Average,"Maintain steady progress, focus on weak areas"
S07361,300,65.17,7,63.13,53.97,75.1,11,25.43,10.38,2.32,1.97,2.46,1.93,At Risk,Meet academic advisor and review study plan
S07362,200,94.54,13,72.12,61.1,69.89,5,21.68,12.7,3.61,2.51,2.52,2.41,Average,"Maintain steady progress, focus on weak areas"
S07363,300,82.68,9,58.43,63.54,51.14,10,11.95,5.88,2.92,1.92,2.4,2.08,Average,"Maintain steady progress, focus on weak areas"
S07364,400,85.7,6,70.25,53.1,67.09,3,6.71,20.15,2.93,2.49,2.73,2.5,Average,"Maintain steady progress, focus on weak areas"
S07365,200,90.58,8,71.18,87.55,53.35,5,11.78,3.68,2.35,2.45,2.75,2.38,Average,"Maintain steady progress, focus on weak areas"
S07366,200,62.75,10,67.27,92.75,79.16,2,1.39,15.96,2.36,2.29,2.42,2.64,Average,"Maintain steady progress, focus on weak areas"
S07367,200,85.07,10,45.34,72.42,75.01,5,17.35,2.39,3.38,2.62,2.58,2.52,Average,"Maintain steady progress, focus on weak areas"
S07368,300,80.9,7,54.23,89.57,78.56,8,10.56,12.35,2.56,2.43,2.54,2.4,Average,"Maintain steady progress, focus on weak areas"
S07369,100,97.22,7,67.57,62.78,68.2,5,2.75,18.77,2.77,2.35,2.21,2.23,Average,"Maintain steady progress, focus on weak areas"
S07370,400,92.27,11,37.96,69.65,66.47,6,21.54,20.93,2.0,1.77,2.09,1.83,At Risk,Meet academic advisor and review study plan
S07371,300,68.73,9,85.38,70.4,81.18,8,8.44,12.58,2.81,2.29,2.44,2.4,Average,"Maintain steady progress, focus on weak areas"
S07372,300,97.63,13,89.5,61.49,63.91,4,28.3,13.79,2.14,2.39,2.12,2.3,Average,"Maintain steady progress, focus on weak areas"
S07373,100,89.5,8,82.78,80.84,73.65,6,17.9,9.26,2.26,2.61,2.66,2.56,Average,"Maintain steady progress, focus on weak areas"
S07374,300,69.53,10,74.23,73.91,73.25,5,7.7,4.03,3.06,2.45,2.37,2.36,Average,"Maintain steady progress, focus on weak areas"
S07375,100,85.56,7,51.51,69.06,70.69,5,12.06,5.8,2.05,2.27,2.56,2.09,Average,"Maintain steady progress, focus on weak areas"
S07376,100,95.35,6,74.6,75.98,58.95,3,24.42,14.42,2.12,2.15,2.09,2.01,Average,"Maintain steady progress, focus on weak areas"
S07377,300,72.86,8,91.07,85.59,29.16,3,20.83,14.06,3.03,2.33,2.28,2.16,Average,"Maintain steady progress, focus on weak areas"
S07378,200,98.78,11,53.0,70.22,100.0,4,8.68,6.47,2.69,2.4,2.36,2.4,Average,"Maintain steady progress, focus on weak areas"
S07379,300,69.87,10,100.0,100.0,75.0,11,17.77,6.21,2.47,2.91,2.65,2.72,Average,"Maintain steady progress, focus on weak areas"
S07380,100,77.09,9,82.27,83.36,66.05,3,25.02,12.46,2.93,2.59,2.49,2.53,Average,"Maintain steady progress, focus on weak areas"
S07381,200,75.57,6,54.09,78.64,67.49,2,21.65,7.04,3.42,2.11,2.41,2.19,Average,"Maintain steady progress, focus on weak areas"
S07382,100,98.77,11,54.85,75.9,54.64,7,20.73,9.42,3.46,1.84,2.22,2.0,At Risk,Meet academic advisor and review study plan
S07383,400,80.09,6,62.42,97.45,48.23,2,2.99,11.76,3.42,2.39,2.45,2.35,Average,"Maintain steady progress, focus on weak areas"
S07384,300,73.37,8,69.19,78.86,78.41,6,6.61,13.86,2.72,2.81,3.14,2.54,Average,"Maintain steady progress, focus on weak areas"
S07385,300,89.45,10,64.35,73.56,84.32,8,27.17,7.31,3.24,2.35,2.51,2.43,Average,"Maintain steady progress, focus on weak areas"
S07386,200,91.61,15,27.99,64.16,56.56,5,11.0,16.65,3.32,2.01,1.96,1.83,At Risk,Meet academic advisor and review study plan
S07387,100,91.68,11,50.47,78.88,79.21,7,19.09,11.36,2.87,2.41,2.72,2.4,Average,"Maintain steady progress, focus on weak areas"
S07388,400,82.29,13,69.9,81.88,83.73,6,13.64,11.42,2.49,2.62,3.11,2.5,Average,"Maintain steady progress, focus on weak areas"
S07389,200,87.55,10,72.85,95.61,71.66,2,17.84,12.66,2.52,2.87,2.99,2.91,Average,"Maintain steady progress, focus on weak areas"
S07390,200,78.5,10,83.53,72.54,43.41,5,24.25,16.96,3.15,1.82,1.99,1.88,At Risk,Meet academic advisor and review study plan
S07391,300,100.0,12,60.01,77.8,56.4,1,23.63,12.57,3.07,2.03,2.23,2.26,Average,"Maintain steady progress, focus on weak areas"
S07392,100,96.44,10,72.24,71.56,64.25,5,7.7,8.37,2.64,2.3,2.39,2.2,Average,"Maintain steady progress, focus on weak areas"
S07393,400,95.83,12,70.14,82.03,59.12,5,24.58,10.99,2.27,2.24,2.15,2.14,Average,"Maintain steady progress, focus on weak areas"
S07394,300,92.94,16,57.45,82.66,82.73,3,16.28,4.63,2.56,2.67,2.99,2.41,Average,"Maintain steady progress, focus on weak areas"
S07395,200,90.2,11,79.31,68.65,91.04,7,16.23,10.89,3.24,2.54,2.57,2.48,Average,"Maintain steady progress, focus on weak areas"
S07396,100,72.56,8,77.22,75.66,84.07,8,12.67,7.44,3.64,2.19,2.68,2.16,Average,"Maintain steady progress, focus on weak areas"
S07397,100,91.33,9,100.0,76.2,91.78,4,4.5,6.53,3.39,2.84,3.0,2.82,Average,"Maintain steady progress, focus on weak areas"
S07398,400,86.14,14,86.01,78.9,58.35,8,28.2,9.98,3.69,2.95,2.96,2.83,Average,"Maintain steady progress, focus on weak areas"
S07399,300,97.63,8,46.82,87.5,82.24,7,23.05,17.66,3.3,2.39,2.74,2.5,Average,"Maintain steady progress, focus on weak areas"
S07400,100,93.07,11,83.99,93.23,80.51,3,25.04,6.24,3.77,2.25,2.35,2.59,Average,"Maintain steady progress, focus on weak areas"
S07401,100,90.5,7,48.53,57.8,67.72,4,7.23,9.64,2.12,1.68,1.81,2.01,Average,"Maintain steady progress, focus on weak areas"
S07402,300,68.16,10,92.11,86.32,90.23,4,18.42,23.8,3.03,2.32,2.38,2.5,Average,"Maintain steady progress, focus on weak areas"
S07403,300,84.11,16,65.58,63.68,51.78,8,16.69,10.54,4.0,2.34,2.32,2.37,Average,"Maintain steady progress, focus on weak areas"
S07404,200,79.42,10,74.76,81.85,47.25,7,11.12,7.74,3.01,2.06,2.32,2.15,Average,"Maintain steady progress, focus on weak areas"
S07405,200,87.52,7,89.72,78.68,41.44,6,15.32,18.07,3.26,2.45,2.66,2.29,Average,"Maintain steady progress, focus on weak areas"
S07406,100,80.84,7,77.06,67.47,63.71,4,20.33,13.16,2.75,2.1,2.16,2.22,Average,"Maintain steady progress, focus on weak areas"
S07407,300,82.24,9,82.19,93.38,79.3,6,21.02,2.63,2.26,2.28,2.29,2.49,Average,"Maintain steady progress, focus on weak areas"
S07408,400,89.59,7,60.27,69.5,58.97,8,18.57,25.45,3.44,2.2,2.13,2.43,Average,"Maintain steady progress, focus on weak areas"
S07409,100,80.68,10,56.02,86.79,59.12,2,10.06,4.21,3.41,2.78,2.89,2.53,Average,"Maintain steady progress, focus on weak areas"
S07410,300,86.22,10,70.42,75.43,64.11,3,9.7,2.64,2.97,2.64,2.54,2.41,Average,"Maintain steady progress, focus on weak areas"
S07411,200,69.81,10,79.89,55.35,47.42,5,11.67,10.95,2.93,2.15,2.17,2.1,Average,"Maintain steady progress, focus on weak areas"
S07412,200,76.68,5,68.48,73.53,67.11,6,29.54,16.43,2.82,2.26,1.99,2.16,Average,"Maintain steady progress, focus on weak areas"
S07413,200,91.56,18,94.63,83.11,100.0,9,8.64,14.66,2.87,2.98,3.05,3.06,Average,"Maintain steady progress, focus on weak areas"
S07414,400,72.7,9,78.52,71.37,51.67,3,15.44,10.7,2.74,2.4,2.33,2.28,Average,"Maintain steady progress, focus on weak areas"
S07415,200,97.46,13,65.44,63.86,77.46,6,12.39,3.2,3.19,2.54,2.21,2.37,Average,"Maintain steady progress, focus on weak areas"
S07416,300,94.74,12,67.67,82.24,78.23,5,13.96,2.67,2.97,2.51,2.35,2.77,Average,"Maintain steady progress, focus on weak areas"
S07417,200,82.32,5,61.74,71.81,66.47,5,4.06,11.15,3.09,1.84,1.97,1.82,At Risk,Meet academic advisor and review study plan
S07418,100,100.0,12,77.12,73.98,74.53,5,22.34,11.74,3.86,2.49,2.4,2.49,Average,"Maintain steady progress, focus on weak areas"
S07419,100,97.43,11,64.12,59.23,75.37,9,5.69,13.14,3.1,2.31,2.4,2.18,Average,"Maintain steady progress, focus on weak areas"
S07420,300,75.51,13,73.0,92.53,64.01,4,21.25,7.08,2.53,2.44,2.58,2.39,Average,"Maintain steady progress, focus on weak areas"
S07421,100,92.46,9,92.97,93.91,69.94,4,8.34,13.17,2.97,2.54,2.17,2.72,Average,"Maintain steady progress, focus on weak areas"
S07422,300,85.66,7,76.83,69.82,85.86,3,21.13,13.28,3.19,2.67,2.67,2.64,Average,"Maintain steady progress, focus on weak areas"
S07423,200,77.23,11,69.23,66.49,79.24,1,24.47,0.0,3.6,2.61,2.62,2.32,Average,"Maintain steady progress, focus on weak areas"
S07424,200,74.3,12,66.69,100.0,56.89,8,24.56,13.78,3.85,2.49,2.24,2.51,Average,"Maintain steady progress, focus on weak areas"
S07425,200,94.95,13,89.81,78.2,75.08,5,19.16,12.11,3.47,2.9,3.22,2.88,Average,"Maintain steady progress, focus on weak areas"
S07426,200,79.02,8,75.87,65.22,58.33,6,19.07,9.16,1.91,2.05,2.02,2.07,Average,"Maintain steady progress, focus on weak areas"
S07427,100,83.98,7,81.37,78.12,62.34,2,19.68,5.21,3.14,2.51,2.68,2.41,Average,"Maintain steady progress, focus on weak areas"
S07428,200,75.79,10,61.3,75.36,100.0,4,7.68,0.0,3.43,2.9,3.15,2.69,Average,"Maintain steady progress, focus on weak areas"
S07429,300,77.52,13,50.06,89.19,93.07,1,22.59,9.62,3.15,2.54,2.46,2.62,Average,"Maintain steady progress, focus on weak areas"
S07430,300,83.73,7,89.25,100.0,86.06,4,24.13,6.89,2.86,2.96,3.27,2.82,Average,"Maintain steady progress, focus on weak areas"
S07431,200,88.88,15,85.99,74.61,57.34,5,11.08,4.45,3.31,2.53,2.96,2.51,Average,"Maintain steady progress, focus on weak areas"
S07432,200,59.12,14,54.14,83.47,72.12,3,6.84,3.66,3.72,2.73,3.13,2.55,Average,"Maintain steady progress, focus on weak areas"
S07433,100,85.17,8,82.56,69.65,63.51,6,13.8,6.3,2.23,2.55,2.59,2.53,Average,"Maintain steady progress, focus on weak areas"
S07434,100,77.54,7,90.53,59.9,87.44,6,13.72,16.11,3.43,2.75,2.63,2.62,Average,"Maintain steady progress, focus on weak areas"
S07435,100,99.02,4,64.17,75.79,68.93,7,21.95,3.5,3.36,2.21,2.25,2.19,Average,"Maintain steady progress, focus on weak areas"
S07436,400,100.0,12,69.32,52.62,69.99,6,10.17,12.1,2.51,1.78,2.18,2.12,Average,"Maintain steady progress, focus on weak areas"
S07437,100,81.41,13,98.7,100.0,95.29,5,21.64,9.32,3.58,3.55,3.49,3.43,Excellent,Keep up the consistency and mentor peers
S07438,100,67.78,8,88.93,87.54,65.58,7,21.91,12.65,3.07,2.58,2.41,2.31,Average,"Maintain steady progress, focus on weak areas"
S07439,200,86.17,4,59.01,78.83,41.08,7,17.52,6.97,2.84,2.12,2.15,2.19,Average,"Maintain steady progress, focus on weak areas"
S07440,100,82.95,9,60.38,53.71,76.16,5,9.97,0.0,2.86,1.99,1.98,1.99,At Risk,Meet academic advisor and review study plan
S07441,300,100.0,11,66.54,76.25,80.56,3,23.5,5.33,3.0,2.46,2.5,2.35,Average,"Maintain steady progress, focus on weak areas"
S07442,100,100.0,12,73.94,58.02,81.58,2,10.68,17.22,3.16,2.67,3.19,2.75,Average,"Maintain steady progress, focus on weak areas"
S07443,100,93.65,14,77.94,84.33,75.74,1,7.63,7.34,3.6,2.71,2.51,2.78,Average,"Maintain steady progress, focus on weak areas"
S07444,300,79.13,10,51.23,89.52,88.86,3,11.6,4.69,3.68,2.79,2.72,2.55,Average,"Maintain steady progress, focus on weak areas"
S07445,200,91.78,6,60.87,75.53,81.45,6,11.86,21.28,2.67,3.03,2.96,2.89,Average,"Maintain steady progress, focus on weak areas"
S07446,300,87.65,8,41.95,55.36,78.3,5,17.5,5.75,3.6,2.02,2.18,2.02,Average,"Maintain steady progress, focus on weak areas"
S07447,300,87.41,11,81.44,56.54,63.68,3,10.6,15.64,3.48,2.32,2.48,2.25,Average,"Maintain steady progress, focus on weak areas"
S07448,200,69.42,7,70.8,55.27,31.91,6,13.28,4.89,3.05,1.26,1.48,1.49,At Risk,Meet academic advisor and review study plan
S07449,300,95.62,13,66.7,65.41,66.24,5,35.05,17.43,3.18,2.46,2.6,2.51,Average,"Maintain steady progress, focus on weak areas"
S07450,100,86.08,12,63.58,60.67,100.0,5,2.69,17.38,3.88,2.45,2.55,2.64,Average,"Maintain steady progress, focus on weak areas"
S07451,300,83.99,14,67.61,67.63,66.6,3,21.93,8.45,2.97,2.24,2.38,2.29,Average,"Maintain steady progress, focus on weak areas"
S07452,200,79.0,10,76.12,92.67,75.51,5,3.4,8.61,2.29,2.15,2.24,2.61,Average,"Maintain steady progress, focus on weak areas"
S07453,200,77.06,10,52.15,67.54,59.74,3,13.15,11.27,3.26,2.75,2.77,2.68,Average,"Maintain steady progress, focus on weak areas"
S07454,300,88.17,15,58.97,66.95,82.97,6,27.55,0.0,2.86,2.68,2.75,2.51,Average,"Maintain steady progress, focus on weak areas"
S07455,400,67.51,14,54.73,76.41,68.83,5,22.33,7.54,2.75,2.17,2.31,2.36,Average,"Maintain steady progress, focus on weak areas"
S07456,400,92.89,7,31.43,82.77,80.86,4,0.71,6.48,3.19,2.49,2.87,2.21,Average,"Maintain steady progress, focus on weak areas"
S07457,300,74.46,12,96.71,88.29,78.66,2,18.82,12.61,2.75,2.54,2.58,2.5,Average,"Maintain steady progress, focus on weak areas"
S07458,200,64.41,5,80.19,97.37,66.24,3,16.47,15.39,2.84,2.63,2.43,2.44,Average,"Maintain steady progress, focus on weak areas"
S07459,100,100.0,9,57.82,66.58,78.77,8,25.97,13.26,2.5,2.51,2.58,2.65,Average,"Maintain steady progress, focus on weak areas"
S07460,200,76.42,14,73.58,72.71,82.92,3,9.84,13.25,2.69,2.93,3.09,3.02,Average,"Maintain steady progress, focus on weak areas"
S07461,200,77.78,7,52.53,50.94,39.59,1,14.09,1.97,2.93,1.23,1.28,1.28,At Risk,Meet academic advisor and review study plan
S07462,200,96.35,13,77.51,60.68,68.95,5,8.25,5.79,3.08,2.5,2.71,2.42,Average,"Maintain steady progress, focus on weak areas"
S07463,400,100.0,13,100.0,71.7,86.94,8,18.65,7.37,2.93,3.34,3.41,3.21,Excellent,Keep up the consistency and mentor peers
S07464,200,69.67,8,84.3,66.06,68.35,5,3.87,5.37,3.11,2.63,2.91,2.67,Average,"Maintain steady progress, focus on weak areas"
S07465,200,75.44,8,40.29,64.92,100.0,4,29.11,12.16,2.87,2.35,2.56,2.25,Average,"Maintain steady progress, focus on weak areas"
S07466,200,76.17,12,46.98,63.27,58.22,4,14.64,12.51,1.21,1.93,2.27,1.72,At Risk,Meet academic advisor and review study plan
S07467,400,94.35,10,47.7,85.16,79.47,1,12.49,9.78,3.18,2.25,2.43,2.34,Average,"Maintain steady progress, focus on weak areas"
S07468,300,100.0,7,63.72,57.73,69.31,1,27.38,10.95,2.21,1.91,2.09,1.96,At Risk,Meet academic advisor and review study plan
S07469,300,74.2,13,69.0,92.9,45.16,5,10.29,16.64,2.6,1.85,2.06,1.84,At Risk,Meet academic advisor and review study plan
S07470,200,99.15,12,91.17,61.75,79.48,5,17.22,11.79,2.88,2.64,2.84,2.43,Average,"Maintain steady progress, focus on weak areas"
S07471,400,77.91,9,49.64,93.43,76.12,6,8.7,16.26,3.3,2.14,2.3,2.3,Average,"Maintain steady progress, focus on weak areas"
S07472,100,88.36,6,70.33,58.37,67.62,5,7.84,4.22,3.46,1.97,2.07,1.98,At Risk,Meet academic advisor and review study plan
S07473,400,72.29,9,30.43,59.56,87.92,5,16.55,10.93,2.8,2.33,2.55,2.33,Average,"Maintain steady progress, focus on weak areas"
S07474,300,83.78,5,54.56,77.43,48.04,6,21.53,9.74,3.63,1.96,1.96,2.03,Average,"Maintain steady progress, focus on weak areas"
S07475,200,83.89,5,49.88,74.56,61.56,7,14.26,2.41,2.18,1.96,2.01,2.07,Average,"Maintain steady progress, focus on weak areas"
S07476,200,81.85,11,37.89,84.54,62.67,2,15.33,10.74,2.75,2.21,2.56,2.11,Average,"Maintain steady progress, focus on weak areas"
S07477,300,88.85,6,81.38,63.46,68.84,7,16.85,12.79,3.71,2.16,2.09,2.27,Average,"Maintain steady progress, focus on weak areas"
S07478,100,74.93,9,60.2,70.52,86.04,4,20.76,8.84,2.96,2.57,2.6,2.55,Average,"Maintain steady progress, focus on weak areas"
S07479,400,76.16,14,72.68,74.5,73.82,5,14.88,9.7,2.74,2.53,2.67,2.47,Average,"Maintain steady progress, focus on weak areas"
S07480,200,89.38,15,49.24,81.45,92.71,7,8.02,13.19,3.63,2.64,3.01,2.61,Average,"Maintain steady progress, focus on weak areas"
S07481,200,98.42,7,87.64,80.46,48.6,7,2.33,7.8,3.19,2.32,2.64,2.25,Average,"Maintain steady progress, focus on weak areas"
S07482,100,84.77,9,55.7,84.48,53.59,6,7.48,8.45,3.17,2.58,2.28,2.23,Average,"Maintain steady progress, focus on weak areas"
S07483,200,90.04,13,86.68,90.33,42.9,4,25.07,11.54,2.39,2.24,2.17,2.29,Average,"Maintain steady progress, focus on weak areas"
S07484,200,92.58,7,86.08,73.52,85.01,6,14.91,5.62,2.11,2.85,2.92,2.52,Average,"Maintain steady progress, focus on weak areas"
S07485,200,93.31,16,73.85,92.71,36.61,7,6.41,0.0,3.5,2.47,2.75,2.52,Average,"Maintain steady progress, focus on weak areas"
S07486,300,75.46,8,75.29,73.14,50.18,2,16.67,13.28,2.84,2.42,2.85,2.3,Average,"Maintain steady progress, focus on weak areas"
S07487,200,77.23,10,54.82,76.55,67.88,4,25.05,4.63,2.76,2.38,2.41,2.12,Average,"Maintain steady progress, focus on weak areas"
S07488,400,78.1,5,45.7,79.33,32.57,6,10.08,12.18,3.16,1.67,1.69,1.77,At Risk,Meet academic advisor and review study plan
S07489,300,100.0,8,72.87,75.69,72.26,8,16.69,18.55,3.68,2.73,2.81,2.61,Average,"Maintain steady progress, focus on weak areas"
S07490,400,90.08,9,73.25,83.83,88.05,5,1.56,3.68,3.62,2.96,3.11,2.73,Average,"Maintain steady progress, focus on weak areas"
S07491,100,89.63,2,64.36,79.22,62.8,2,15.43,9.95,3.73,2.12,2.08,2.14,Average,"Maintain steady progress, focus on weak areas"
S07492,200,88.66,12,57.68,57.2,77.47,2,9.28,17.34,3.12,2.11,2.31,2.28,Average,"Maintain steady progress, focus on weak areas"
S07493,200,71.79,12,57.06,54.93,96.81,3,16.33,5.58,2.43,2.18,2.37,2.08,Average,"Maintain steady progress, focus on weak areas"
S07494,300,100.0,15,47.81,78.93,75.86,6,24.31,14.77,3.05,2.48,2.83,2.53,Average,"Maintain steady progress, focus on weak areas"
S07495,400,89.79,8,84.33,64.56,87.72,6,9.63,9.09,3.18,2.07,2.4,2.38,Average,"Maintain steady progress, focus on weak areas"
S07496,100,92.23,9,59.55,80.63,62.92,9,24.61,8.24,2.98,2.07,2.15,2.09,Average,"Maintain steady progress, focus on weak areas"
S07497,100,67.34,8,55.81,55.26,63.73,2,9.36,12.11,1.97,1.6,1.21,1.65,At Risk,Meet academic advisor and review study plan
S07498,400,92.8,7,79.46,73.94,76.08,7,31.79,14.83,2.91,2.17,1.93,2.2,Average,"Maintain steady progress, focus on weak areas"
S07499,100,81.44,11,62.1,66.28,76.63,7,11.58,13.4,3.14,1.99,2.18,2.2,Average,"Maintain steady progress, focus on weak areas"
S07500,300,71.77,17,61.03,80.86,79.87,6,7.94,22.4,2.69,2.25,2.44,2.28,Average,"Maintain steady progress, focus on weak areas"
S07501,300,75.46,9,86.97,61.0,85.29,2,10.39,9.89,3.15,2.29,2.61,2.5,Average,"Maintain steady progress, focus on weak areas"
S07502,400,72.35,9,52.73,81.43,86.31,5,24.85,13.75,2.68,2.41,2.09,2.54,Average,"Maintain steady progress, focus on weak areas"
S07503,100,72.18,17,53.59,87.79,94.13,5,9.79,7.81,3.74,2.64,2.52,2.51,Average,"Maintain steady progress, focus on weak areas"
S07504,100,85.61,11,41.61,80.46,97.33,9,13.73,5.76,2.87,2.44,2.59,2.48,Average,"Maintain steady progress, focus on weak areas"
S07505,300,81.13,3,69.62,78.7,66.44,4,6.05,3.86,2.81,2.58,2.8,2.61,Average,"Maintain steady progress, focus on weak areas"
S07506,400,88.34,5,61.16,86.48,72.83,6,12.07,18.48,3.32,2.54,2.79,2.44,Average,"Maintain steady progress, focus on weak areas"
S07507,200,100.0,10,97.92,84.95,74.53,3,1.13,11.94,2.81,2.62,2.85,2.57,Average,"Maintain steady progress, focus on weak areas"
S07508,200,83.7,7,61.12,52.67,85.38,7,14.16,11.02,4.0,2.37,2.35,2.31,Average,"Maintain steady progress, focus on weak areas"
S07509,300,62.55,12,79.74,87.93,70.89,6,14.95,13.53,2.3,2.3,2.11,2.36,Average,"Maintain steady progress, focus on weak areas"
S07510,400,82.58,11,56.94,93.42,57.65,5,6.69,5.15,2.88,2.42,2.51,2.26,Average,"Maintain steady progress, focus on weak areas"
S07511,400,96.93,12,82.24,81.98,76.14,4,5.26,3.94,3.42,2.92,3.11,2.99,Average,"Maintain steady progress, focus on weak areas"
S07512,400,84.14,6,91.78,58.46,100.0,8,13.53,9.42,3.84,2.98,2.96,2.93,Average,"Maintain steady progress, focus on weak areas"
S07513,100,100.0,12,62.15,60.16,50.98,7,10.75,13.1,3.61,2.31,2.37,2.45,Average,"Maintain steady progress, focus on weak areas"
S07514,100,89.53,13,67.47,48.2,70.27,4,8.0,11.96,4.0,2.21,2.36,2.19,Average,"Maintain steady progress, focus on weak areas"
